"ID_ENCUESTA" "ID_ENCUESTADO" "LOCALIDAD" "SEXO" "ESTRATO" "EDAD" "EDADRANGO" "P2" "P2_1" "P6" "P6_1" "P106" "P102" "P103" "P109" "P111" "P112" "P117" "P121" "P121_1_1" "P121_1_2" "P121_2" "P121_2_2" "P446" "P446_1" "P128" "P203" "P203_1_1" "P203_1_A" "P203_2" "P203_1_B" "P204_1" "P214_1" "P204_2" "P214_2" "P204_3" "P214_3" "P204_4" "P214_4" "P204_6" "P214_6" "P204_13" "P214_13" "P204_19" "P214_19" "P204_8" "P214_8" "P204_20" "P214_20" "P204_21" "P214_21" "P204_22" "P214_22" "P204_23" "P214_23" "P204_24" "P214_24" "P204_25" "P214_25" "P204_26" "P214_26" "P204_27" "P214_27" "P204_28" "P214_28" "P204_29" "P214_29" "P204_1_1" "P204_1_1_1" "P208_1" "P208_2" "P208_3" "P208_4" "P208_5" "P208_6" "P208_OTRO" "P208_OTRO_1" "P207" "P207_1" "P230" "P233" "P234_1" "P234_2" "P234_4" "P234_5" "P234_6" "P234_11" "P234_14" "P234_17" "P234_18" "P234_19" "P234_20" "P234_21" "P234_22" "P234_23" "P234_24" "P234_25" "P234_26" "P234_27" "P234_28" "P234_29" "P234_30" "P449" "P305" "P308" "P450_1" "P450_2" "P450_3" "P450_4" "P450_5" "P401_1_1" "P405" "P407_1" "P407_2" "P407_3" "P407_1_1" "P412_1" "P412_2" "P412_3" "P412_4" "P412_5" "P412_6" "P417" "P421" "P444" "FEX" "_UUID" "_INDEX"
"020SEG_Percepción_y_Victimización_en_Bogotá" "184512025" 5 1 2 47 4 2 NA 2 NA 4 2 2 1 5 2 1 1 1 6 1 3 2 4 5 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 1 1 1 2 2 1 1 1 2 2 1 1 1 2 2 2 2 2 2 2 1 5 1 3 1 1 2 1 1 4 2 NA NA NA NA NA NA NA NA NA NA 1 3 2 471.489788867562 "32c179a2-f047-48af-b21b-4607aa1bfc59" 4224
"020SEG_Percepción_y_Victimización_en_Bogotá" "183207578" 4 1 2 69 5 1 NA 2 NA 5 2 2 5 2 1 1 1 1 3 1 3 2 1 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 2 NA 1 1 1 1 1 2 2 NA NA NA NA NA NA NA NA NA NA 2 NA 1 471.489788867562 "7f785982-f89d-4f50-8f7f-93518a971c1c" 2497
"020SEG_Percepción_y_Victimización_en_Bogotá" "184512033" 5 1 2 58 5 1 NA 2 NA 4 1 2 3 5 1 1 1 1 2 1 3 2 6 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 1 1 1 2 2 1 1 1 1 2 1 1 2 2 2 2 2 2 2 2 1 4 1 4 2 3 3 3 3 3 2 NA NA NA NA NA NA NA NA NA NA 1 3 1 471.489788867562 "40c87544-8941-4597-bbcd-9ae47586c240" 4226
"020SEG_Percepción_y_Victimización_en_Bogotá" "183228247" 4 1 2 32 2 2 NA 2 NA 4 2 2 2 2 8 1 1 2 NA 1 3 1 NA 3 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 2 NA 2 2 2 3 3 3 2 NA NA NA NA NA NA NA NA NA NA 2 NA 2 471.489788867562 "5a8ee52e-df69-407d-aeec-660873e49273" 2719
"020SEG_Percepción_y_Victimización_en_Bogotá" "183228251" 4 1 2 25 2 2 NA 2 NA 5 2 2 14 2 3 1 1 2 NA 1 3 1 NA 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 1 1 1 2 2 1 1 1 1 1 1 2 2 2 2 2 2 1 2 2 2 4 2 NA 2 3 3 3 4 1 1 1 2 2 3 NA NA NA NA NA NA 2 NA 2 471.489788867562 "cc78b2f5-bb29-4ab2-9cfa-09e51305b12e" 2721
"020SEG_Percepción_y_Victimización_en_Bogotá" "184496205" 5 1 2 45 3 1 NA 1 NA 4 2 2 2 3 NA 7 1 1 8 1 2 1 NA 4 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 1 1 1 2 2 2 1 1 1 1 2 1 2 2 2 2 2 2 2 2 2 1 5 2 NA 3 3 3 3 3 3 2 NA NA NA NA NA NA NA NA NA NA 2 NA 2 471.489788867562 "13ecf5e6-5290-4d86-aaaa-f7591c997412" 4034
"020SEG_Percepción_y_Victimización_en_Bogotá" "182911628" 4 1 2 57 5 3 NA 2 NA 4 1 2 2 5 8 1 1 1 6 1 2 1 NA 5 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 2 NA 2 2 2 2 2 2 2 NA NA NA NA NA NA NA NA NA NA 2 NA 2 471.489788867562 "f2bd5de8-e9cb-4fd2-8322-e9300698efcf" 1805
"020SEG_Percepción_y_Victimización_en_Bogotá" "183221173" 4 1 2 24 1 1 NA 4 NA 5 2 2 14 3 NA 1 1 1 3 1 2 1 NA 5 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 1 5 1 1 1 3 3 4 2 NA NA NA NA NA NA NA NA NA NA 1 4 1 471.489788867562 "1cd3b6bb-a354-4de9-93e0-76d0bdc41e22" 2695
"020SEG_Percepción_y_Victimización_en_Bogotá" "184273371" 5 1 2 28 2 2 NA 2 NA 4 2 2 7 2 1 3 1 1 3 1 2 2 4 4 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 1 1 1 1 2 2 1 1 1 1 1 1 2 1 2 2 2 2 2 2 2 1 5 2 NA 3 3 3 3 3 2 1 2 2 2 NA NA NA NA NA NA NA 2 NA 2 471.489788867562 "a14b9424-1025-43bc-b307-94aa4d8f5e1a" 3866
"020SEG_Percepción_y_Victimización_en_Bogotá" "182944112" 4 1 2 47 4 3 NA 2 NA 4 2 2 1 2 8 3 1 1 2 1 2 2 5 4 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 1 1 2 2 1 1 1 2 1 1 1 2 1 2 2 2 2 2 2 2 2 5 1 3 3 2 2 2 2 3 1 1 2 1 3 NA NA NA NA NA NA 1 3 1 471.489788867562 "acc72bf1-6c39-4adb-b192-64fcecc8ecb3" 2013
"020SEG_Percepción_y_Victimización_en_Bogotá" "182957797" 4 1 2 72 6 2 NA 3 NA 4 2 2 2 5 8 1 1 1 2 1 2 2 1 5 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 2 1 1 2 2 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 NA 1 1 2 1 2 2 2 NA NA NA NA NA NA NA NA NA NA 2 NA 2 471.489788867562 "3e3d8e89-e7e3-4cdd-aec6-4209a63cc06c" 2156
"020SEG_Percepción_y_Victimización_en_Bogotá" "183207571" 4 1 2 56 5 2 NA 3 NA 4 2 2 1 2 2 3 1 1 2 1 2 2 4 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 1 2 2 1 2 2 1 2 2 2 1 1 1 2 2 2 2 2 2 2 2 4 2 NA 1 2 3 2 2 1 2 NA NA NA NA NA NA NA NA NA NA 1 3 2 471.489788867562 "bac3e03d-eb59-4f2c-bfd4-aa8b95ff4a2c" 2493
"020SEG_Percepción_y_Victimización_en_Bogotá" "183221169" 4 1 2 35 2 1 NA 2 NA 4 1 2 3 2 6 7 1 1 2 1 2 2 3 4 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5 1 5 1 3 1 1 1 1 1 1 2 2 1 NA NA NA NA NA NA 2 NA 2 471.489788867562 "26c5f17b-56e2-40df-bb59-345b370bfe2e" 2693
"020SEG_Percepción_y_Victimización_en_Bogotá" "182921555" 4 1 2 NA 1 3 NA 5 NA 4 2 1 15 5 8 1 1 2 NA 1 2 1 NA 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 1 3 3 3 3 4 2 1 2 NA NA NA NA NA NA NA NA NA NA 1 1 1 471.489788867562 "ceac26c4-bfe9-47dc-9fcb-bc77c4fe77d6" 1832
"020SEG_Percepción_y_Victimización_en_Bogotá" "183217188" 4 1 2 26 2 1 NA 1 NA 4 1 1 5 3 NA 2 1 2 NA 1 2 1 NA 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5 2 NA 3 2 3 3 3 4 2 NA NA NA NA NA NA NA NA NA NA 2 NA 2 471.489788867562 "ae421c3b-c98a-4dc0-99e1-ff647fc71d22" 2653
"020SEG_Percepción_y_Victimización_en_Bogotá" "184131955" 5 1 2 38 3 1 NA 3 NA 4 2 2 1 2 8 21 1 2 NA 1 2 2 6 5 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 2 NA 2 2 3 3 3 4 2 NA NA NA NA NA NA NA NA NA NA 2 NA 2 471.489788867562 "a619edd9-4cb3-41af-8029-4a58d8b1fbd9" 3833
"020SEG_Percepción_y_Victimización_en_Bogotá" "184496202" 5 1 2 50 4 1 NA 1 NA 4 2 2 5 3 NA 1 1 1 3 1 1 1 NA 5 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5 2 NA 3 3 2 3 3 4 1 1 2 2 2 NA NA NA NA NA NA 2 NA 2 471.489788867562 "ee571f1b-78ad-48d2-8681-ae20cef890f0" 4033
"020SEG_Percepción_y_Victimización_en_Bogotá" "184273417" 5 1 2 36 3 2 NA 2 NA 4 2 2 4 5 1 3 1 1 2 1 1 1 NA 3 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5 2 NA 3 3 3 3 1 3 2 NA NA NA NA NA NA NA NA NA NA 2 NA 2 471.489788867562 "898b0b55-fa6f-4cab-8735-33746eba2e74" 3872
"020SEG_Percepción_y_Victimización_en_Bogotá" "182914337" 4 1 2 59 5 2 NA 2 NA 4 2 2 5 5 1 7 1 2 NA 1 1 2 3 7 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 2 NA 2 3 1 3 2 2 1 1 2 2 3 NA NA NA NA NA NA 2 NA 2 471.489788867562 "a9630b05-0f07-437b-b5b6-ca08c4a76f75" 1823
"020SEG_Percepción_y_Victimización_en_Bogotá" "184520118" 5 1 2 59 5 1 NA 2 NA 4 2 2 1 3 NA 7 1 2 NA 1 1 2 2 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5 2 NA 1 1 1 1 1 3 1 1 1 1 1 4 4 4 4 4 4 1 4 1 471.489788867562 "b823c50c-56c7-4b96-81c5-7ff80797e2c6" 4338
"020SEG_Percepción_y_Victimización_en_Bogotá" "183157211" 4 1 2 18 1 3 NA 1 NA 5 1 2 1 2 8 1 1 1 5 2 NA 2 4 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5 2 NA 3 3 3 3 3 3 2 NA NA NA NA NA NA NA NA NA NA 2 NA 2 471.489788867562 "4121d192-a190-4742-968f-584ee91aa901" 2280
"020SEG_Percepción_y_Victimización_en_Bogotá" "182931223" 4 1 2 35 2 3 NA 2 NA 4 2 2 3 3 NA 1 1 1 3 2 NA 2 6 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 1 1 1 1 1 2 1 1 2 2 2 1 1 1 2 2 2 2 2 2 2 1 1 1 4 1 3 2 2 3 2 1 2 2 1 NA NA NA NA NA NA NA 1 4 2 471.489788867562 "85888175-c879-45d9-9147-833287549ad7" 1904
"020SEG_Percepción_y_Victimización_en_Bogotá" "182939034" 4 1 2 35 2 3 NA 2 NA 4 1 2 1 5 1 1 1 1 3 2 NA 1 NA 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5 1 4 2 2 2 2 2 1 2 NA NA NA NA NA NA NA NA NA NA 2 NA 1 471.489788867562 "1cc25952-2ebb-4a29-bc94-4c087969aa70" 1956
"020SEG_Percepción_y_Victimización_en_Bogotá" "184496222" 5 1 2 76 6 96 "VIVE SOLO" 1 NA 4 1 2 1 3 NA 1 1 1 3 2 NA 1 NA 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 1 2 1 2 2 2 1 1 1 1 2 1 1 1 1 2 1 2 2 2 2 1 5 1 3 3 3 2 2 2 4 1 1 2 2 3 NA NA NA NA NA NA 2 NA 1 471.489788867562 "7ce332c1-11ba-470b-9220-5647d3f4ad85" 4040
"020SEG_Percepción_y_Victimización_en_Bogotá" "182931234" 4 1 2 22 1 3 NA 4 NA 1 1 2 2 2 1 3 1 1 2 2 NA 2 3 4 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5 2 NA 1 2 3 3 2 3 2 NA NA NA NA NA NA NA NA NA NA 2 NA 2 471.489788867562 "db781bc1-966b-406c-8ced-37a51b03b28e" 1908
"020SEG_Percepción_y_Victimización_en_Bogotá" "182939028" 4 1 2 56 5 3 NA 3 NA 4 2 2 1 5 6 21 1 1 2 2 NA 2 4 5 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 2 NA 2 3 2 2 3 1 2 NA NA NA NA NA NA NA NA NA NA 2 NA 1 471.489788867562 "70088dfb-2d44-4681-adc1-dbd069570a8a" 1952
"020SEG_Percepción_y_Victimización_en_Bogotá" "182957793" 4 1 2 44 3 1 NA 1 NA 4 2 2 2 3 NA 4 1 1 2 2 NA 2 4 7 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 2 NA 2 2 2 2 2 3 2 NA NA NA NA NA NA NA NA NA NA 2 NA 2 471.489788867562 "324e3051-5780-4c71-9464-02cd3e29be3a" 2153
"020SEG_Percepción_y_Victimización_en_Bogotá" "183191229" 4 1 2 30 2 2 NA 1 NA 4 2 2 1 5 8 18 1 1 2 2 NA 2 4 5 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 1 1 2 2 2 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 5 1 3 3 3 3 3 3 3 2 NA NA NA NA NA NA NA NA NA NA 1 3 1 471.489788867562 "406794e9-e406-49da-86da-157b324477eb" 2450
"020SEG_Percepción_y_Victimización_en_Bogotá" "184273360" 5 1 2 32 2 2 NA 3 NA 4 2 2 7 2 1 1 1 1 2 2 NA 1 NA 5 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 2 1 2 2 2 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 1 2 NA 3 3 4 4 4 3 1 2 2 2 NA NA NA NA NA NA NA 2 NA 2 471.489788867562 "6c8dc4b5-4bca-4a47-9595-2205cda94d36" 3865
"020SEG_Percepción_y_Victimización_en_Bogotá" "184481325" 5 1 2 53 4 1 NA 2 NA 4 2 2 2 2 8 18 1 1 2 2 NA 2 3 5 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 2 NA 2 2 2 1 2 4 2 NA NA NA NA NA NA NA NA NA NA 2 NA 2 471.489788867562 "becfaa31-269a-4879-8867-d1d190bbb5d1" 3962
"020SEG_Percepción_y_Victimización_en_Bogotá" "184481381" 5 1 2 30 2 1 NA 2 NA 4 2 2 1 2 1 1 1 1 2 2 NA 2 4 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 1 1 1 2 2 2 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 1 2 NA 2 2 3 2 2 2 2 NA NA NA NA NA NA NA NA NA NA 2 NA 2 471.489788867562 "183d1c7d-cbe6-46bf-ac84-ef693626e09c" 3981
"020SEG_Percepción_y_Victimización_en_Bogotá" "184520117" 5 1 2 31 2 1 NA 2 NA 5 1 2 5 2 8 1 1 1 2 2 NA 2 1 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 2 NA 1 1 1 1 1 3 2 NA NA NA NA NA NA NA NA NA NA 2 NA 1 471.489788867562 "32ffbf53-ab8a-499f-98e7-dd1552ae3569" 4337
"020SEG_Percepción_y_Victimización_en_Bogotá" "184524067" 5 1 2 31 2 2 NA 2 NA 5 1 1 1 2 6 1 1 1 2 2 NA 1 NA 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5 2 NA 3 2 3 2 4 3 2 NA NA NA NA NA NA NA NA NA NA 1 4 2 471.489788867562 "7a0e8782-6eda-40ca-9c9b-ad382068fc69" 4433
"020SEG_Percepción_y_Victimización_en_Bogotá" "184524081" 5 1 2 41 3 4 NA 5 NA 4 2 2 3 2 1 1 1 1 2 2 NA 1 NA 4 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5 2 NA 2 2 3 3 2 2 2 NA NA NA NA NA NA NA NA NA NA 2 NA 2 471.489788867562 "45532524-2bc6-4829-b51a-89599c3bb8f7" 4438
"020SEG_Percepción_y_Victimización_en_Bogotá" "182911617" 4 1 2 23 1 5 NA 2 NA 4 2 2 1 2 8 4 1 1 1 2 NA 1 NA 4 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 2 2 2 2 2 1 2 1 2 2 1 2 2 2 2 2 2 2 1 2 2 1 2 NA 5 3 3 4 3 1 2 NA NA NA NA NA NA NA NA NA NA 2 NA 1 471.489788867562 "6a9ce089-d73f-4992-9196-980a7f7307f1" 1801
"020SEG_Percepción_y_Victimización_en_Bogotá" "182911619" 4 1 2 72 6 1 NA 2 NA 4 2 2 1 2 8 1 1 1 1 2 NA 1 NA 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 1 1 1 2 2 2 1 2 1 2 2 1 2 2 2 2 1 2 2 2 2 2 4 2 NA 3 2 2 3 4 3 1 1 2 1 4 NA NA NA NA NA NA 1 2 2 471.489788867562 "0a40e346-c846-4c4f-9fcb-7c02ad77cc07" 1802
"020SEG_Percepción_y_Victimización_en_Bogotá" "182921569" 4 1 2 29 2 4 NA 3 NA 1 1 2 4 2 8 21 1 1 1 2 NA 2 4 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 1 2 2 1 2 1 1 1 2 2 2 2 1 1 1 1 1 2 2 2 1 5 1 2 2 3 4 3 2 2 2 NA NA NA NA NA NA NA NA NA NA 1 2 2 471.489788867562 "a865f20a-63c2-4eaa-a4e9-242e5cfc4df7" 1836
"020SEG_Percepción_y_Victimización_en_Bogotá" "182931228" 4 1 2 25 2 3 NA 3 NA 4 1 2 1 2 2 3 1 1 1 2 NA 2 4 4 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5 2 NA 1 3 2 4 2 3 2 NA NA NA NA NA NA NA NA NA NA 2 NA 1 471.489788867562 "0d5d3011-7b39-4cda-a2dd-af4ebccd8de8" 1906
"020SEG_Percepción_y_Victimización_en_Bogotá" "182944108" 4 1 2 37 3 1 NA 1 NA 4 1 2 4 5 3 2 1 1 1 2 NA 2 2 5 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 1 1 2 2 2 2 2 1 1 1 1 1 2 1 1 2 2 2 2 2 2 2 4 1 2 2 1 4 4 4 1 1 1 2 1 1 NA NA NA NA NA NA 2 NA 1 471.489788867562 "108616d6-654c-4f99-b85e-7629392b687a" 2012
"020SEG_Percepción_y_Victimización_en_Bogotá" "182957794" 4 1 2 79 6 1 NA 2 NA 4 2 2 5 2 8 7 1 1 1 2 NA 2 1 5 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 1 2 1 1 2 1 1 1 2 2 1 2 2 2 2 2 2 2 2 2 2 4 2 NA 2 3 2 2 2 3 1 2 2 2 NA NA NA NA NA NA NA 2 NA 2 471.489788867562 "9ef3cb8c-f84c-4a85-b54f-f9ff9792d91e" 2154
